gene	mean	median	longest_isoform	merged
SIGLEC16	3803	3803	3807	3810
MIR6740	113	113	113	113
LRFN5	4226	4349	4760	4952
ARL8A	1758	1758	1789	1795
MASP1	4207	3920	6476	9994
RELT	3452	3452	3503	3604
CSNK1E	2729	2729	2817	2916
GJD3	4085	4085	4085	4085
PANK1	6416	6225	6976	7198
CLCN7	4161	4161	4168	4226
GAGE2A	542	542	542	1084
VPS33A	3941	4559	4871	5553
ACO1	6190	7442	7510	7554
CRY2	4099	4099	4131	4299
ARHGEF35	2472	2472	2474	2632
ZNF689	3220	3192	3557	3876
CEACAM18	1125	1125	1125	1125
SNTB2	9771	9771	9771	9771
GASK1B	4842	4875	4899	5011
NRXN3	11170	11848	13042	14370
MFSD13A	2852	2852	2852	2852
MGAT4EP	2807	2807	2807	2807
LOC148709	2321	2321	2321	2321
RALGAPA2	9545	9545	9545	9545
KCNIP1	2056	2063	2192	2778
PEX12	2617	2617	2617	2617
PEPD	1802	1784	1907	1907
ZNF708	3990	4004	4088	4215
FGD3	3317	3353	3432	3953
FAM163B	2693	2693	2778	2922
MED19	1323	1339	1533	1534
VOPP1	2860	2858	3011	3961
GLG1	8686	8284	9396	9396
ZSCAN12	4173	3749	7797	10568
TMEM74	3769	3769	6283	7419
LOC100996842	774	774	1184	1359
ULK4	4241	4256	4323	4803
ABCC4	4376	4397	5856	6270
POLR2J	927	965	971	1000
PNOC	1032	1032	1060	1202
TXNRD1	3710	3737	3932	4260
ITGBL1	2904	2403	4800	5925
NRF1	3503	3515	3578	3675
RNF17	5095	5095	5101	5101
MIR3622A	83	83	83	83
MIR23C	100	100	100	100
LINC01353	728	728	770	902
LINC01136	2648	2648	2741	2741
COX18	6224	6822	6825	6871
TREML1	1211	1287	1340	1340
DCX	9128	9084	9406	9647
TMEM44	2383	2357	2483	2513
OSM	2162	2162	2460	2546
ASB4	2665	2665	3784	4324
ANXA11	6209	6782	7003	7960
SMTN	3235	3228	3322	3828
SNORA77	125	125	125	125
LINC00260	1275	1275	1275	1275
SYT3	2761	2844	2915	3145
SYNPO	6003	5921	7067	10108
NKX2-5	1740	1813	1850	1850
NEK6	2642	2584	2798	3263
ILDR1	2722	2723	2855	2855
KLRC4-KLRK1	1947	1947	1947	1947
ARFIP2	3573	3571	3786	4017
CEP120	5002	5021	5540	6229
CLEC4F	2335	2300	2473	2473
NKAIN3	2006	2006	2076	3261
LINC00303	1514	1514	1514	1514
DECR1	3142	3142	3525	3525
AK1	2235	2253	2266	2461
PRAME	2209	2121	2836	3536
NFIC	7908	7875	8029	8085
ERLNC1	1126	1126	1126	1126
ZNF559	3278	3106	4649	5621
ZC3H8	5891	5891	5891	5891
UBLCP1	2177	2177	2177	2177
LINC00628	1290	1290	1290	1290
MRRF	8952	9503	9911	10485
MIR1246	73	73	73	73
MIR1297	77	77	77	77
MIR1287	90	90	90	90
TBC1D3G	2065	2065	2065	8260
RMDN3	2316	2297	2432	2510
H4C5	377	377	377	377
H4C2	357	357	357	357
H4C8	374	374	374	374
H4C3	390	390	390	390
RHOBTB1	4368	4372	4483	4857
LOC100129484	2645	2645	2645	2645
TEX53	469	469	469	469
LMLN2	2656	2656	2656	2656
NEK3	2272	2345	2415	2735
DOK1	2338	2384	2521	2676
CDIP1	2624	2646	2738	2810
STRN4	3186	3186	3197	3197
CARD9	1956	1956	2111	2111
AP1B1	4133	4148	4178	4178
NDUFB7	535	535	535	535
KRT33A	1302	1302	1302	1302
IREB2	6027	6324	6619	10201
ELP4	8281	8233	8519	8522
TMCC2	3297	3340	3968	5392
TNNI2	733	751	757	842
TNNI1	6110	6110	6110	6110
FEM1C	5696	5696	5696	5696
PAK6	3576	3938	4244	4672
LEMD1-AS1	2781	2781	2781	2781
VPS36	4476	4425	4607	4743
BDNF-AS	1709	1476	2320	3049
DAZ4	3561	3372	3939	14622
CLEC4C	1199	1281	1352	1414
PRKDC	13409	13409	13456	13456
MFSD4A-AS1	3298	3298	3611	3611
TRIM45	3509	3509	3536	3536
TNFAIP3	4641	4641	4665	4665
RUFY1	2551	2604	2636	2930
TARS2	2454	2481	2727	2727
TGDS	1792	1795	1873	1873
LINC-PINT	2236	2254	3257	6207
NOVA2	8122	8122	8122	8122
LOC284581	2418	2418	2594	3061
SLC26A9	4706	4706	4791	4798
ZNF3	2614	2795	3144	4720
MFSD9	4903	5314	5413	5545
BDNF	4063	4029	4756	7488
FAM201A	1727	1727	1727	1727
LENG8	5429	5879	5903	5991
MYLK	8454	9905	10113	10325
FAM20A	4434	4688	4914	5037
RBM22	2299	2299	2299	2299
FOLR3	911	911	975	975
MIR6769B	62	62	62	62
CTDSP2	4785	4785	4785	4785
DDT	642	642	665	723
LPAR2	1784	1784	1784	1784
PCSK7	4197	4197	4197	4197
ATM	6866	6880	13147	13437
LARGE1	4642	4666	4751	5163
WASF1	3015	3026	3122	3220
FST	2421	2421	2544	2563
ZNF548	4750	4750	4987	4991
DIP2A	4661	3099	7350	8681
EVI5L	3886	3886	3903	3903
CYP2A7	2204	2204	2281	2291
ATP6V1E1	1328	1332	1339	1405
ATP6V1B2	2856	2856	2856	2856
MKS1	2272	2260	2387	2492
MOCS1	4082	4091	4163	4617
CACNA1E	16314	16290	16419	16419
TBPL2	1295	1295	1295	1295
RAB27A	3440	3442	3463	3714
TRIM73	1358	1358	1358	2716
UBE3D	2076	1953	3086	3243
GAA	2942	3526	3751	4593
HORMAD1	1893	1893	1904	1904
CDAN1	4657	4657	4657	4657
ZNF569	4073	4073	4082	4305
SHPRH	7128	7083	7594	7621
G3BP2	4332	4311	4410	4551
RAB37	2724	2675	3031	3722
BCAS4	1268	1281	1378	1378
FAM171B	5731	5731	5731	5731
TDRD1	4629	4629	4749	4877
MIR29B2CHG	2158	2158	2251	2251
LOC148696	4218	4218	4218	4218
SH3GLB2	2163	2027	2812	2834
LINC01717	527	527	527	527
LINC01774	595	595	595	595
LINC01696	492	492	492	492
LINC01698	585	585	585	585
CCL3L1	847	784	976	1759
MKRN1	2327	2268	3094	3789
WDR92	1871	1568	2591	3209
ARHGEF25	2478	2509	2584	3010
ECE2	3240	3223	3361	3361
KHK	2397	2397	2397	2532
TBCE	4563	5396	5525	5696
APOLD1	4665	4665	4737	4773
MIR4260	67	67	67	67
HSD11B1-AS1	423	426	456	550
CCR2	3096	3096	3520	3887
LRP1B	15850	15850	15850	15850
TMEM18	6350	6199	6667	6798
FAM89B	1241	1251	1261	1261
ACE	3765	3228	4962	5183
TES	2675	2675	2736	2810
MED22	3976	3976	4038	6498
GOLGA6L9	4308	4308	4374	9092
IQCJ	1505	1484	1565	2628
UCHL5	4332	5146	5455	7477
PML	2899	2886	5560	7712
KRTAP5-AS1	2265	2265	2265	2265
PPP4R2	3989	4757	4957	5400
PKN3	3371	3371	3393	3393
CDC16	2280	2301	2331	2386
USP5	3126	3126	3161	3161
ZNF10	4404	4404	4404	4404
WHRN	3600	3721	4070	5323
KCNH1-IT1	935	935	935	935
RCOR3	4016	4561	4908	5653
FGFR1	5192	5418	5759	6303
LINC00467	758	758	758	758
LINC01693	802	802	802	802
ZMYM3	4790	5564	6118	6522
LOC91548	1424	1424	1424	1424
HJV	1711	1603	2215	2215
LPGAT1-AS1	821	927	932	1472
INTS7	4472	4477	4571	4571
CTDNEP1	1789	1789	1813	1946
ZNF788P	3786	3809	3869	3869
RPL21P28	566	566	566	566
MIR3122	73	73	73	73
LINC02608	498	527	563	912
SLC26A1	2726	3413	3628	4060
RNF212	1991	2224	2401	3801
MAEA	2122	2059	2371	2669
SNORA16B	133	133	133	133
NR1I3	1204	1231	1408	1408
VPS13A	12642	12643	15227	16649
TEX55	1800	1800	1800	1800
SCFD2	3160	3160	3160	3160
IFIT2	3393	3393	3393	3393
OSBPL10	4117	4117	4213	4213
PRY2	1238	1238	1238	2476
ATP8A1	8246	8246	8269	8343
UQCRHL	538	538	538	538
RC3H2	7069	8821	8964	10754
BROX	3389	3734	4104	4615
SIX1	3993	3993	3993	3993
TSPAN31	3599	3678	3692	3692
ADGRL3	12654	12674	12816	13438
TSC2	5697	5533	6414	6576
CTNND1	6329	6319	6670	6670
ATPSCKMT	2696	2647	2874	2966
IDH3B	1381	1404	1542	1847
LAYN	2623	2669	2772	2827
ANGEL2	4504	4499	4721	5314
GFI1	4521	4554	4572	4861
SHTN1	4665	5308	6871	7836
RPS6KC1	5456	5498	5901	6400
PROX1-AS1	3399	3399	3399	3399
LINC00538	1905	1905	1905	1905
FMN1	10035	12647	13511	16771
WDR44	4027	4089	4113	4146
COL6A5	9077	9125	9228	9228
LARP1B	3234	3056	4845	7262
TMCO3	2841	2862	3058	4109
RBMY1B	1749	1749	1921	7684
DPPA4	2674	2686	2817	2817
IFI16	2852	2861	3206	3537
SMG9	5491	5491	5491	5491
GLIPR1	5810	5810	5810	5810
LOC102723833	396	396	461	461
IFT27	936	953	1073	1391
MTX2	1355	1306	1545	1545
OR56B1	2076	2076	2076	2076
SP140	2642	3064	3244	3566
AHCTF1	8839	8885	9021	9072
SETX	11175	11188	11237	11394
RFX7	9481	10851	11022	11397
HLA-E	2548	2548	2548	2548
VWA1	4294	4294	4492	4492
CCNJ	3934	3924	3957	3957
LARS1	4784	4776	4824	4905
SECISBP2L	6990	6990	7058	7058
CEP170	6920	6890	7059	7214
KMT5B	4293	5570	6380	7915
SLC27A4	3229	3229	3229	3229
SPATA17-AS1	420	420	420	420
LINC01653	1728	1728	1728	1728
TGFB2-AS1	557	557	557	557
SPATA31A1	4259	4259	4259	8518
CCDC115	2004	1972	2370	2489
DNAJC5G	1822	1902	2064	2082
SOX6	9004	8952	9304	10093
MIR548F3	86	86	87	86
TGFB2-OT1	1370	1370	1370	1370
KLK13	1806	1837	2176	2498
LINC01710	440	440	440	440
LYPLAL1-DT	1629	1629	1629	1629
PEG10	6598	6600	6628	6628
RAB3GAP1	4900	4900	4911	4911
BMP6	3784	3784	3784	3784
RPS27L	6110	6110	6110	6110
LYPLAL1-AS1	687	687	687	687
SENCR	1298	1298	1298	1298
LINC01116	1058	1058	1058	1058
LINC01133	1138	1138	1138	1138
LMCD1	5055	5217	8284	9701
MCFD2	4139	4169	4324	4696
TNFAIP1	3570	3570	3570	3570
DEDD	2350	2335	2434	2531
TAGAP	3024	3608	3719	4204
NFKBID	1956	1972	2135	2853
SNORA36B	129	129	129	129
AURKAP1	1537	1537	1537	1537
USP54	5701	6090	6401	7520
CSNK1A1	5289	5342	5444	5628
BCAS3	3609	3617	3674	3809
VEZT	4899	4656	6052	6662
CDKN1B	2522	2522	2522	2522
TCIRG1	2717	2668	3023	3027
RNU6ATAC35P	1793	1793	1793	1793
LINC01352	961	961	961	961
HLX-AS1	563	563	563	563
LINC01655	423	423	423	423
LINC02257	605	605	605	605
LINC02474	441	441	441	441
TMEM94	5388	5372	5424	5631
LILRB1	2690	2776	3190	3464
NUDT18	1513	1513	1513	1513
GTF3C2	3944	3958	3992	4364
MAP3K6	4426	4426	4438	4438
TAF1A-AS1	789	789	917	956
SVIP	2886	3159	4479	4794
SMC1B	4121	4121	4232	4232
CCL28	2083	2223	3125	4067
KIRREL2	2791	2830	2980	2980
RFWD3	4918	4948	5122	5414
RFX3	5769	6114	9325	10633
TRIM34	1852	2290	2310	2477
PACRG	1556	1545	1620	1810
DNHD1	9045	9045	14864	15689
HBEGF	2358	2358	2358	2358
ZNF580	1200	1156	1419	1601
FAM177B	1575	1388	1994	2143
TSPO	880	910	1076	1124
FAM184B	6731	6731	6731	6731
B9D1	2024	1200	3678	6866
CT47A8	1293	1293	1293	12930
DSCR9	1644	1644	1644	1644
VTRNA1-1	98	98	98	98
LOC100287497	2304	1953	3568	5281
SFTPC	852	843	1044	1062
LOC101927143	789	789	789	789
LOC101927164	1323	1323	1323	1323
ZNF195	3149	3145	3335	3703
ERICH4	948	948	948	948
FUOM	740	723	896	965
CTU2	1739	1691	1934	1934
ADCK1	3276	3268	3727	3936
MFAP1	2043	2043	2043	2043
MIR4742	85	85	85	85
SGO1	2126	2183	3070	3735
RBMS3	6162	8304	8449	8606
ZNF440	4211	4211	4211	4211
DUSP13	1280	1298	1745	2231
GGT2	2583	2583	2583	2583
CHL1	6363	7583	7972	10256
TBCEL	5182	5192	5300	5300
CEACAM4	1154	1146	1479	1479
PABPC4L	5012	5012	5040	5040
PGBD1	3125	3125	3135	3135
PAFAH1B2	2466	2082	4175	6412
CARD11	4383	4383	4414	4414
EOLA1	3943	2637	6922	16262
ETV7	1558	1585	1777	2376
SLC7A4	2316	2316	2316	2316
PYCR2	1614	1614	1680	1771
MIR6741	63	63	63	63
GLP2R	4196	4196	4196	4196
GTF2IP20	2947	2947	2947	2947
ACBD3-AS1	441	441	441	441
SORD	4860	4860	4903	4903
YY1	6534	6534	6534	6534
LIN9	3225	3243	3364	3506
GLOD4	1955	1859	2162	2268
NSUN6	2034	2010	2166	2363
BOD1	1899	1923	2018	2018
AP5B1	6980	6980	6980	6980
OTULIN	7969	7969	7969	7969
ITPKB-IT1	1347	1347	1347	1347
SLC30A6	5066	5057	5375	5544
NDUFAF7	2734	2061	5475	11028
PXN	3757	3776	3835	4218
XRCC6	2114	2135	2187	2326
ADAM12	5177	3337	7949	8847
THPO	2019	1994	2186	2186
ZNF678	7451	8515	8636	11127
ZNF847P	258	258	258	258
RAD52	2374	2935	3333	3756
COMMD2	3740	3740	3786	3786
ZC3H10	7267	7261	7419	7612
AGBL4	2987	2989	3025	3149
MISP	1966	1966	2885	2885
HNRNPA1	2862	3588	3744	3744
TCF7L2	3922	3955	4094	5295
MIR5008	94	94	94	94
LOC107985355	590	590	590	590
ELN	3374	3342	3966	3999
MIR3620	79	79	79	79
RTP1	2214	2214	2214	2214
ENDOV	2391	2750	3062	3908
GINS2	2628	2628	2628	2628
CPLX2	4699	4699	4801	4929
CDK11B	2887	2929	2991	3030
JAG2	5713	5713	5770	5770
TEX14	4894	4928	4946	4946
IBA57-DT	524	524	602	641
OBSCN-AS1	1884	1884	2884	3534
BAZ2B	6958	8088	8145	11034
RAB29	3247	3257	3422	3494
CFH	2893	2893	3962	4375
PAPSS1	2513	2513	2513	2513
GNB2	1664	1664	1664	1664
IL10RA	4496	4496	5336	5339
SSX2	1406	1410	1480	2956
RUNX1T1	7409	7401	7699	8897
DNMT3A	4062	3623	9571	11177
MIR6742	62	62	62	62
TRMU	1533	1544	1651	1651
MIR4666A	79	79	79	79
RNA5S1	121	121	121	1210
RNA5S2	121	121	121	1210
RNA5S3	121	121	121	1210
RNA5S4	121	121	121	1210
RNA5S5	121	121	121	1210
RNA5S6	121	121	121	1210
RNA5S7	121	121	121	1210
RNA5S8	121	121	121	1210
RNA5S10	121	121	121	1210
RNA5S11	121	121	121	1210
RNA5S12	121	121	121	1210
RNA5S13	121	121	121	1210
RNA5S14	121	121	121	1210
RNA5S15	121	121	121	1210
RNA5S16	121	121	121	1210
RNA5S17	121	121	121	1210
RNA5S9	121	121	121	121
DUSP5P1	2472	2472	2472	2472
MIR4454	52	52	55	52
LOC105373159	3245	3245	4082	4082
MIR593	100	100	100	100
KLK8	736	752	1050	1148
LOC101927478	477	477	477	477
PRIM1	1423	1423	1423	1423
LINC01682	460	419	666	860
LINC01736	667	667	667	667
WDR60	3831	3820	4025	4283
PDIA6	2490	2511	2684	3213
LINC01737	403	403	403	403
CNOT8	2278	2284	2494	2890
ZNF311	2517	2508	2733	2755
SLC6A1	4287	4243	4478	4494
EDNRB	3892	4287	4471	4859
TOR1A	2080	2080	2080	2080
SLC26A2	8054	8054	8054	8054
SLC26A3	2882	2882	2882	2882
PCDHGB7	3766	3766	4773	4934
LOC101927604	794	794	794	794
SPECC1	5807	4893	8255	11030
SNHG6	664	673	711	711
DHRS4	1070	1042	1264	1264
NIBAN3	2489	2288	3679	4044
MIR1182	97	97	97	97
ACTL10	1583	1583	1583	1583
TMED2	2554	2554	2565	2565
SGCA	1235	1220	1429	1429
STAP1	1549	1549	1951	1951
APPL1	6068	6068	6068	6068
BACE2	8460	8417	8567	8567
SNRPD2P2	762	762	762	762
TSNAX-DISC1	3704	3361	7674	9771
LINC00582	597	597	597	597
NDST2	3204	3758	4009	4121
LAMA4	4642	7207	7228	7567
ZNF735	1239	1239	1239	1239
ZNF727	8478	8478	8478	8478
HOXC9	1473	1473	1473	1473
NUDT21	4393	4393	4393	4393
HOXA7	2013	2013	2013	2013
PSG1	2002	1976	2272	2959
CASP7	2430	2434	2622	3093
DISC1-IT1	734	734	734	734
SLC6A9	3028	3049	3213	3698
PPARGC1A	6487	6843	7027	10156
LINC01745	371	371	371	371
LINC01744	2042	2042	2042	2042
G6PD	2295	2267	2396	2498
ITGB1	3750	3735	3785	3952
SS18	3385	3402	3411	3558
DPM3	456	456	517	558
CSNK1G3	4281	4183	4726	4903
ODF2L	5249	4158	7608	7774
MIR4427	68	68	68	68
SLC35F3	2986	2986	3143	3514
MIR4671	73	73	73	73
COA6-AS1	586	586	597	768
DCLK2	4113	4121	4150	4204
GRM8	3594	3704	3977	6106
LINC00184	2270	2270	2270	2270
LOC101927787	1373	1373	1373	1373
LINC01132	3793	3793	3793	3793
PP2672	2438	2438	2438	2438
LOC101927851	888	888	888	888
SNORA14B	135	135	135	135
EFTUD2	4206	4220	4326	4900
TBXA2R	2312	2312	2642	2642
TGM5	2720	2720	2843	2843
TRIM41	3010	2705	3645	3645
CLEC12A	1510	1514	1555	2368
MIR4753	83	83	83	83
GSTO1	925	905	1057	1310
TYW1	3317	3317	3330	3358
ZNF112	3684	3705	3791	3870
KIR3DL1	1901	1901	1901	1901
KIF6	6452	8244	9085	12112
MIR1537	61	61	61	61
SIDT1	4738	4759	5017	5286
MED4	2217	2217	2253	2290
MACF1	17689	17689	17689	17689
LGALS8-AS1	1440	1440	1440	1440
COBL	4613	5160	5383	9132
IRAK3	8228	8228	8320	8320
IPO9	11415	11415	11415	11415
NRXN1	7523	9239	9560	14192
GALNT14	2475	2488	2632	3131
ASB17	1049	1049	1080	1080
SOCS4	6837	6837	6902	6902
SLC22A9	2365	2365	2365	2365
DGAT2	2366	2366	2407	2454
CLDN7	1636	1542	1924	2044
CYP2W1	2322	2322	2322	2322
TTC19	3118	3118	3187	3187
UBA6	9539	9539	9539	9539
MIR4428	73	73	73	73
LOC100130331	3125	3125	3125	3125
ARPIN	7037	7037	7586	8222
CHRM3-AS2	893	893	893	893
CHRM3-AS1	483	483	483	483
RPS7P5	953	953	953	953
GATD3B	1535	1531	1584	1584
EPHA4	6407	6376	6581	6633
CFAP53	1823	1823	1823	1823
TRAM1L1	2023	2023	2023	2023
CXADR	4547	5175	5593	6158
SCUBE3	7817	7817	7819	7819
FOLH1B	1974	1974	1974	1974
RDX	2857	2587	4490	5548
MIR3123	75	75	75	75
GPAT3	2731	2635	2927	3032
ENOX2	4157	4176	4265	4265
SAMD9L	6741	6774	7150	7150
C1orf109	2560	2605	2727	3039
CYP21A2	2055	2041	2132	2160
CENPM	898	938	1164	1693
CXCR3	1737	1737	1859	1859
SLC6A8	3648	3900	3930	4025
E2F3	4730	4730	5036	5190
GAS1	3145	3145	3145	3145
ENSA	2193	2130	2914	5028
IL7	1968	1980	2022	2076
PCDHGC3	3314	2830	4756	5005
LINC01347	3834	3834	3834	3834
JUP	3366	3286	3586	3888
TXNRD2	2165	2024	3170	4957
SPI1	1375	1375	1377	1377
OFD1	3634	3612	3768	3772
NIF3L1	1796	1661	2615	2855
ADGRG1	4263	4275	4401	4878
MIR4677	80	80	80	80
TEKT3	1740	1740	1740	1740
GLYAT	1584	1584	2024	2476
YIPF6	6080	6080	6153	6282
CATSPERE	3252	3278	3436	3436
KCTD10	3830	3851	3923	3923
IL25	1241	1241	1315	1367
CSF3R	3028	3008	3490	3490
SPAG8	1846	1830	2009	2347
MRPL54	608	608	608	608
SUPT7L	4450	4527	4735	4740
SNORA100	131	131	131	131
LOC101928068	4834	4834	4834	4834
EBP	1125	1125	1125	1125
H2BC4	438	438	438	438
EFCAB2	2469	2463	3772	4661
PACSIN2	3195	3209	3340	3942
KIF26B-AS1	826	826	826	826
OTUD4	4321	4339	7741	8240
LINC01743	964	964	964	964
GRM4	6968	6976	7368	8379
LINC01341	1123	1123	1123	1123
ASPH	3642	3580	5301	11996
NOG	1913	1913	1913	1913
NFIB	7776	8084	8665	10584
ATP11C	6498	6433	7019	7198
TK1	1464	1431	1694	1694
PHKB	5507	5491	5571	5694
KLF6	4507	4501	4590	4662
ZNF670-ZNF695	1119	1119	1119	1119
ADH1C	1432	1432	1454	1454
ZNF669	1851	1851	1980	1980
FLJ39095	2479	2479	2479	2479
MS4A6E	660	660	660	660
LIPH	4001	4001	4001	4001
ADCY4	3508	3409	3710	3710
MIR3916	94	94	94	94
VN1R5	1074	1074	1074	1074
PAAF1	3894	4980	5021	5529
ACKR1	1171	1171	1196	1196
NUB1	3175	3172	3225	3291
AHCYL1	4001	4028	4314	4968
GCSAML	3970	3959	4159	4427
GCSAML-AS1	1913	1913	1913	1913
DHX30	3364	3985	4253	5126
RNASE9	1142	1136	1247	1247
CABP1	1454	1469	1604	2190
ARL6	3313	3990	4657	4970
RASGRP2	2244	2240	2310	2535
SF3A1	5090	5090	5090	5090
PSD3	11223	11704	11904	12267
OR2L1P	925	925	925	925
NUDT16	4798	6025	6211	6777
OR2M1P	645	645	645	645
GRAMD1B	7110	7844	8136	10095
UCMA	784	774	870	870
SEPHS1	3254	3261	3482	3487
LYPD9P	398	398	398	398
TMEM50B	2729	2729	3127	3127
MIR3124	67	67	67	67
CCDC33	2285	2104	2750	3788
P2RY6	2490	2482	2649	3189
PGBD2	2374	2374	2717	2717
ANP32B	1482	1482	1482	1482
HYOU1	4532	4532	4599	4599
EIF4G1	5335	5415	5669	6297
ALS2	4666	4666	6675	8103
MAP7	4426	4449	4608	5478
RUBCN	9376	9394	9481	9828
LOC101930421	1731	1731	1731	1731
MIR5699	90	90	90	90
PRR26	2201	2046	2967	4835
LOC101927762	407	407	407	407
DNAJC7	1880	1846	1989	2204
IDI2-AS1	1134	1154	1305	1305
HOXA-AS2	1048	1048	1048	1048
TLK1	5350	5268	5723	6004
LINC00200	2434	2434	2434	2434
TMEM214	2910	2910	2978	2978
ADARB2-AS1	633	633	668	868
LINC00700	2097	2097	2097	2097
MIR6072	71	71	71	71
LINC00701	5505	5505	5505	5505
LINC02645	851	851	851	851
MEIS3	1941	1995	2159	2210
TMEM132D	6135	6135	6135	6135
FAM122B	2951	2652	3539	3651
CDC42BPA	10804	10820	10912	10919
PDGFC	4600	4600	4631	4631
MBOAT2	7576	7541	7941	8034
SNORD142	195	195	195	195
AHSP	478	484	488	527
ZNF738	3344	2989	6177	9406
FOXM1	3543	3507	3666	3669
USP17L30	1593	1593	1593	12744
RTBDN	1188	1018	2078	2368
BORCS8-MEF2B	1669	1691	1803	1803
DHX16	3561	3406	4137	4137
PPIAL4F	785	785	785	1570
SMIM17	2543	2543	2543	2543
SHBG	1159	1175	1312	1550
PIP4K2C	3053	3076	3175	3175
OPN5	3490	3490	3499	3777
MIA3	7060	8037	8198	8532
PITRM1-AS1	4076	4076	4076	4076
LOC105376360	2238	2238	2238	2238
LINC02669	1370	1369	1654	2685
EZH2	2614	2639	2654	2943
LINC02639	536	536	536	536
MIR6078	100	100	100	100
LOC101927964	2287	2287	2287	2287
MIR374B	72	72	72	72
LINC00703	2382	2390	2493	2598
LINC00705	1011	1011	1011	1011
C3orf14	2682	3291	3524	3813
AKR1E2	1549	1574	1709	1709
AKR1C6P	1397	1397	1397	1397
GMIP	3473	3450	3528	3528
WDSUB1	1700	1692	2033	2033
MS4A15	1930	1899	2248	2282
MYO6	6936	8546	8642	10379
AKR1C8P	2127	2127	2127	2127
LINC02561	736	736	736	736
SNCAIP	3151	2710	5093	5633
RGL1	4907	4977	5088	5403
CRELD1	2314	2390	2684	2771
ELK1	2590	2812	2918	2918
LINC02657	703	703	703	703
HMGN3	981	952	1414	1414
FAM205C	1078	995	1356	1409
MYO15B	9539	9539	9539	9539
ANXA4	2941	2686	4090	4298
ANKRD16	1999	1672	2734	2748
FBH1	3662	3677	3704	4167
DNM1L	4520	4540	4654	4654
FOLR1	962	950	1021	1088
ZRANB3	6778	6712	6948	7040
LINC01606	2813	2813	2813	2813
CCDC30	5006	4873	6725	8899
MBD2	3148	3148	5062	5485
NR2C1	2674	2104	4058	4523
CHRM4	2944	2944	3042	3042
RAB2B	2880	2870	2914	2989
FAM13A	5155	4988	5866	6258
MIR3155A	82	82	82	82
MIR3155B	56	56	56	56
SPATA20	2693	2671	2774	2774
CITED1	933	900	1118	1470
LBP	1825	1825	1825	1825
LINC02649	2966	2966	2966	2966
LINC02656	3493	3493	3493	3493
LOC101928841	9067	9067	9405	9525
LMOD3	3161	3161	4007	4101
CX3CL1	3224	3224	3285	3285
GOLGA6L2	3499	3499	3499	3499
PDIA2	1686	1686	1686	1686
CCDC85B	963	963	963	963
CENPE	8359	8359	8541	8544
ZNF180	4270	4242	4489	4566
PRKCQ-AS1	2221	2221	2253	2253
LINC02648	3470	3470	3470	3470
LINC00706	703	703	703	703
MIR17HG	2972	2972	5018	5018
BMS1P20	2011	2011	2011	2011
THOC5	3702	3702	4844	5052
SNORD129	105	105	105	105
EPHX1	1843	1778	2069	2320
LINC01089	1133	1040	1504	1541
KRTAP2-1	773	773	773	773
POSTN	3149	3172	3300	3380
GATA3-AS1	951	702	2214	2371
EVI5	7609	7615	7798	7865
LINC00708	915	915	915	915
LOC105376398	698	698	698	698
LINC02676	366	366	366	366
LOC101928272	2270	2270	2270	2270
LINC00709	713	713	713	713
LINC02670	575	575	575	575
CELF2-DT	505	505	505	505
PLAG1	7121	7206	7311	7311
MIR940	94	94	94	94
SFTA1P	693	693	693	693
MIR944	88	88	88	88
MIR200B	95	95	95	95
MIR224	81	81	81	81
ARRB2	1753	1758	1841	1884
NBPF11	5376	5554	5626	11564
LINC00710	1028	1042	1112	1112
MIR152	87	87	87	87
MIR145	88	88	88	88
MIR144	86	86	86	86
ANKFY1	7528	7505	7714	7765
MIR221	110	110	110	110
PORCN	1855	1852	1979	2089
RAD23B	3932	3847	4114	4399
ZNF331	4243	4121	5052	6775
MAGI1	7408	7937	8030	9957
HAO2	1582	1582	1692	1692
NFRKB	5109	5109	5173	5348
KIF23	3538	3549	3861	3861
MGAM	7828	7828	9172	9172
CELF2-AS2	2275	2275	2275	2275
CENPK	1557	1649	1731	2041
MARCHF10	3176	3128	3405	4178
GOLGA6L4	4553	4553	4553	4553
CELF2-AS1	2573	2573	2573	2573
OLAH	1708	1708	1788	1788
PROSER2-AS1	3156	3156	3156	3156
OXGR1	2449	2439	2497	2659
SRPK3	1939	1957	1960	2002
ZC2HC1C	3411	3579	3923	3923
CNTLN	4033	4866	5518	10966
MIR548AK	57	57	57	57
TFDP2	9616	9596	10107	10449
CDR1	1299	1299	1299	1299
TM4SF5	714	714	714	714
HIP1R	3334	2783	4509	5570
SPP2	1021	1021	1021	1021
MIR4480	71	71	71	71
MIR4481	60	60	60	60
MIR548Q	100	100	100	100
AIFM1	2239	2255	2470	3253
CACNG5	6288	6288	10576	10576
SEPTIN6	3111	2795	4495	5513
ZNF81	7859	7859	7859	7859
PALM3	2411	2411	2422	2608
WDR55	2580	2580	2580	2580
GPC3	2228	2240	2333	2333
GUCY1A1	8370	9282	9458	10338
BEND7	2142	2142	2392	3777
ZNF256	2143	2143	2207	2207
CHST4	2141	2141	2159	2352
LPCAT3	2235	2235	2235	2235
DCLRE1C	5501	5960	6413	8996
LOC101928453	1064	1064	1064	1064
OR10A7	951	951	951	951
OR4F16	939	939	939	2817
MIR4293	78	78	78	78
MIR1265	86	86	86	86
PCDH15	7197	6922	9300	14557
IGFL2	751	751	900	960
CGNL1	7271	7271	7329	7329
